,Unnamed: 0,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,Without Stopwords,With Lemmatization,Without Stopwords and With Lemmatization,Lowercase and Expanded Contraction
2925,2925,Until I switched to the other side,51,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,switched side,until i switch to the other side,switch side,until i switched to the other side
2926,2926,To the other si-i-i-i-ide,52,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,si ide,to the other si i i i ide,si ide,to the other si i i i ide
2927,2927,it is no surprise I turned you in (oh-oh),53,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,surprise turned oh oh,it be no surprise i turn you in oh oh,surprise turn oh oh,it is no surprise i turned you in oh oh
2928,2928,because us traitors never win,54,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,us traitors never win,because u traitor never win,u traitor never win,because us traitors never win
2929,2929,I am in a getaway car,55,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,getaway car,i be in a getaway car,getaway car,i am in a getaway car
2930,2930,I left you in a motel bar,56,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,left motel bar,i leave you in a motel bar,leave motel bar,i left you in a motel bar
2931,2931,Put the money in a bag and I stole the keys,57,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,put money bag stole keys,put the money in a bag and i steal the key,put money bag steal key,put the money in a bag and i stole the keys
2932,2932,That was the last time you ever saw me,58,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,last time ever saw,that be the last time you ever saw me,last time ever saw,that was the last time you ever saw me
2933,2933,Drivin' the getaway car,60,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,drivin getaway car,drivin the getaway car,drivin getaway car,drivin the getaway car
2934,2934,"We were flyin', but we never get far (do not pretend)",61,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,flyin never get far pretend,we be flyin but we never get far do not pretend,flyin never get far pretend,we were flyin but we never get far do not pretend
2935,2935,There were sirens in the beat of your heart (shoulda' known),65,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,sirens beat heart shoulda known,there be siren in the beat of your heart shoulda know,siren beat heart shoulda know,there were sirens in the beat of your heart shoulda known
2936,2936,I was ridin' in a getaway car,71,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,ridin getaway car,i be ridin in a getaway car,ridin getaway car,i was ridin in a getaway car
2937,2937,I was cryin' in a getaway car,72,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,cryin getaway car,i be cryin in a getaway car,cryin getaway car,i was cryin in a getaway car
2938,2938,I was dyin' in a getaway car,73,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,dyin getaway car,i be dyin in a getaway car,dyin getaway car,i was dyin in a getaway car
2939,2939,Said goodbye in a getaway car,74,Getaway Car,reputation,2017-11-10,233626,76,0.562,0.00465,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,0.35100000000000003,172.054,said goodbye getaway car,say goodbye in a getaway car,say goodbye getaway car,said goodbye in a getaway car
2940,2940,"I am perfectly fine, I live on my own",1,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,perfectly fine live,i be perfectly fine i live on my own,perfectly fine live,i am perfectly fine i live on my own
2941,2941,"I made up my mind, I am better off bein' alone",2,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,made mind better bein alone,i make up my mind i be good off bein alone,make mind good bein alone,i made up my mind i am better off bein alone
2942,2942,We met a few weeks ago,3,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,met weeks ago,we meet a few week ago,meet week ago,we met a few weeks ago
2943,2943,"Now you try on callin' me baby, like tryin' on clothes",4,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,try callin baby like tryin clothes,now you try on callin me baby like tryin on clothes,try callin baby like tryin clothes,now you try on callin me baby like tryin on clothes
2944,2944,"Salute to me, I am your American Queen",5,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,salute american queen,salute to me i be your american queen,salute american queen,salute to me i am your american queen
2945,2945,And you move to me like I am a Motown beat,6,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,move like motown beat,and you move to me like i be a motown beat,move like motown beat,and you move to me like i am a motown beat
2946,2946,And we rule the kingdom inside my room,7,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,rule kingdom inside room,and we rule the kingdom inside my room,rule kingdom inside room,and we rule the kingdom inside my room
2947,2947,because all the boys and their expensive cars,8,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,boys expensive cars,because all the boy and their expensive car,boy expensive car,because all the boys and their expensive cars
2948,2948,With their Range Rovers and their Jaguars,9,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,range rovers jaguars,with their range rover and their jaguar,range rover jaguar,with their range rovers and their jaguars
2949,2949,Never took me quite where you do,10,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,never took quite,never take me quite where you do,never take quite,never took me quite where you do
2950,2950,"And all at once, you are the one I have been waiting for",11,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,one waiting,and all at once you be the one i have be wait for,one wait,and all at once you are the one i have been waiting for
2951,2951,"King of my heart, body, and soul, ooh whoa",12,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,king heart body soul ooh whoa,king of my heart body and soul ooh whoa,king heart body soul ooh whoa,king of my heart body and soul ooh whoa
2952,2952,"And all at once, you are all I want, I will never let you go",13,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,want never let go,and all at once you be all i want i will never let you go,want never let go,and all at once you are all i want i will never let you go
2953,2953,"And all at once, I have been waiting, waiting",15,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,waiting waiting,and all at once i have be wait wait,wait wait,and all at once i have been waiting waiting
2954,2954,"Ooh whoa, ooh whoa",16,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,ooh whoa ooh whoa,ooh whoa ooh whoa,ooh whoa ooh whoa,ooh whoa ooh whoa
2955,2955,"And all at once, you are the one, I have been waiting, waiting",17,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,one waiting waiting,and all at once you be the one i have be wait wait,one wait wait,and all at once you are the one i have been waiting waiting
2956,2956,"Body and soul, ooh whoa",18,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,body soul ooh whoa,body and soul ooh whoa,body soul ooh whoa,body and soul ooh whoa
2957,2957,And all at once,19,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,,and all at once,,and all at once
2958,2958,"Late in the night, the city's asleep",20,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,late night city asleep,late in the night the city s asleep,late night city asleep,late in the night the city s asleep
2959,2959,"Your love is a secret I am hoping, dreaming, dying to keep",21,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,love secret hoping dreaming dying keep,your love be a secret i be hop dream die to keep,love secret hop dream die keep,your love is a secret i am hoping dreaming dying to keep
2960,2960,Change my priorities,22,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,change priorities,change my priority,change priority,change my priorities
2961,2961,The taste of your lips is my idea of luxury,23,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,taste lips idea luxury,the taste of your lip be my idea of luxury,taste lip idea luxury,the taste of your lips is my idea of luxury
2962,2962,"(Inside my room, oh)",27,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,inside room oh,inside my room oh,inside room oh,inside my room oh
2963,2963,"And all at once, you are the one, I have been waiting (waiting), waiting (waiting)",37,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,one waiting waiting waiting waiting,and all at once you be the one i have be wait wait wait wait,one wait wait wait wait,and all at once you are the one i have been waiting waiting waiting waiting
2964,2964,Is this the end of all the endings?,40,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,end endings,be this the end of all the ending,end ending,is this the end of all the endings
2965,2965,My broken bones are mending,41,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,broken bones mending,my broken bone be mend,broken bone mend,my broken bones are mending
2966,2966,With all these nights we are spending,42,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,nights spending,with all these night we be spend,night spend,with all these nights we are spending
2967,2967,Up on the roof with a school girl crush,43,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,roof school girl crush,up on the roof with a school girl crush,roof school girl crush,up on the roof with a school girl crush
2968,2968,Drinking beer out of plastic cups,44,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,drinking beer plastic cups,drink beer out of plastic cup,drink beer plastic cup,drinking beer out of plastic cups
2969,2969,"Say you fancy me, not fancy stuff",45,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,say fancy fancy stuff,say you fancy me not fancy stuff,say fancy fancy stuff,say you fancy me not fancy stuff
2970,2970,"Baby, all at once, this is enough",46,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,baby enough,baby all at once this be enough,baby enough,baby all at once this is enough
2971,2971,"King of my heart (my heart), body, and soul (my soul), ooh whoa",52,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,king heart heart body soul soul ooh whoa,king of my heart my heart body and soul my soul ooh whoa,king heart heart body soul soul ooh whoa,king of my heart my heart body and soul my soul ooh whoa
2972,2972,"Ooh whoa, ooh whoa (ooh whoa)",54,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,ooh whoa ooh whoa ooh whoa,ooh whoa ooh whoa ooh whoa,ooh whoa ooh whoa ooh whoa,ooh whoa ooh whoa ooh whoa
2973,2973,"And all at once, because you are the one I have been waiting, waiting",55,King Of My Heart,reputation,2017-11-10,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,one waiting waiting,and all at once because you be the one i have be wait wait,one wait wait,and all at once because you are the one i have been waiting waiting
2974,2974,"I, I loved you in secret",1,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,loved secret,i i love you in secret,love secret,i i loved you in secret
2975,2975,"First sight, yeah, we love without reason",2,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,first sight yeah love without reason,first sight yeah we love without reason,first sight yeah love without reason,first sight yeah we love without reason
2976,2976,"Oh, twenty-five years old",3,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,oh twenty five years old,oh twenty five year old,oh twenty five year old,oh twenty five years old
2977,2977,"Oh, how were you to know? And",4,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,oh know,oh how be you to know and,oh know,oh how were you to know and
2978,2978,"My, my love had been frozen",5,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,love frozen,my my love have be frozen,love frozen,my my love had been frozen
2979,2979,"Deep blue, but you painted me golden",6,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,deep blue painted golden,deep blue but you paint me golden,deep blue paint golden,deep blue but you painted me golden
2980,2980,"Oh, and you held me close",7,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,oh held close,oh and you hold me close,oh hold close,oh and you held me close
2981,2981,"Oh, how was I to know? I",8,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,oh know,oh how be i to know i,oh know,oh how was i to know i
2982,2982,could have spent forever with your hands in my pockets,9,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,could spent forever hands pockets,could have spend forever with your hand in my pocket,could spend forever hand pocket,could have spent forever with your hands in my pockets
2983,2983,Picture of your face in an invisible locket,10,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,picture face invisible locket,picture of your face in an invisible locket,picture face invisible locket,picture of your face in an invisible locket
2984,2984,You said there was nothing in the world that could stop it,11,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,said nothing world could stop,you say there be nothing in the world that could stop it,say nothing world could stop,you said there was nothing in the world that could stop it
2985,2985,I had a bad feeling,12,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,bad feeling,i have a bad feeling,bad feeling,i had a bad feeling
2986,2986,"And darling, you had turned my bed into a sacred oasis",13,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,darling turned bed sacred oasis,and darling you have turn my bed into a sacred oasis,darling turn bed sacred oasis,and darling you had turned my bed into a sacred oasis
2987,2987,"People started talking, putting us through our paces",14,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,people started talking putting us paces,people start talk put u through our pace,people start talk put u pace,people started talking putting us through our paces
2988,2988,I knew there was no one in the world who could take it,15,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,knew one world could take,i know there be no one in the world who could take it,know one world could take,i knew there was no one in the world who could take it
2989,2989,But we were dancing,17,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,dancing,but we be dance,dance,but we were dancing
2990,2990,"Dancing with our hands tied, hands tied",18,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,dancing hands tied hands tied,dance with our hand tie hand tie,dance hand tie hand tie,dancing with our hands tied hands tied
2991,2991,"Yeah, we were dancing",19,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,yeah dancing,yeah we be dance,yeah dance,yeah we were dancing
2992,2992,"Like it was the first time, first time",20,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,like first time first time,like it be the first time first time,like first time first time,like it was the first time first time
2993,2993,And I had a bad feeling,24,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,bad feeling,and i have a bad feeling,bad feeling,and i had a bad feeling
2994,2994,"I, I loved you in spite of",26,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,loved spite,i i love you in spite of,love spite,i i loved you in spite of
2995,2995,Deep fears that the world would divide us,27,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,deep fears world would divide us,deep fear that the world would divide u,deep fear world would divide u,deep fears that the world would divide us
2996,2996,"So, baby, can we dance?",28,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,baby dance,so baby can we dance,baby dance,so baby can we dance
2997,2997,"Oh, through an avalanche? And",29,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,oh avalanche,oh through an avalanche and,oh avalanche,oh through an avalanche and
2998,2998,"Say, say that we got it",30,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,say say got,say say that we get it,say say get,say say that we got it
2999,2999,"I am a mess, but I am the mess that you wanted",31,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,mess mess wanted,i be a mess but i be the mess that you want,mess mess want,i am a mess but i am the mess that you wanted
3000,3000,"Oh, because it is gravity",32,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,oh gravity,oh because it be gravity,oh gravity,oh because it is gravity
3001,3001,"Oh, keeping you with me, I",33,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,oh keeping,oh keep you with me i,oh keep,oh keeping you with me i
3002,3002,(Knew we had our hands tied),45,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,knew hands tied,knew we have our hand tie,knew hand tie,knew we had our hands tied
3003,3003,I would kiss you as the lights went out,48,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,would kiss lights went,i would kiss you a the light go out,would kiss light go,i would kiss you as the lights went out
3004,3004,Swaying as the room burned down,49,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,swaying room burned,sway a the room burn down,sway room burn,swaying as the room burned down
3005,3005,I would hold you as the water rushes in,50,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,would hold water rushes,i would hold you a the water rush in,would hold water rush,i would hold you as the water rushes in
3006,3006,If I could dance with you again,51,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,could dance,if i could dance with you again,could dance,if i could dance with you again
3007,3007,(Again!),56,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,,again,,again
3008,3008,"(Oh) Yeah, we were dancing",58,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,oh yeah dancing,oh yeah we be dance,oh yeah dance,oh yeah we were dancing
3009,3009,"Yeah, we were dancing (oh!)",60,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,yeah dancing oh,yeah we be dance oh,yeah dance oh,yeah we were dancing oh
3010,3010,(Dancing with our hands tied),62,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,dancing hands tied,dance with our hand tie,dance hand tie,dancing with our hands tied
3011,3011,And I had a bad feeling (had a bad feeling),64,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,bad feeling bad feeling,and i have a bad feeling have a bad feeling,bad feeling bad feeling,and i had a bad feeling had a bad feeling
3012,3012,"Hands tied, hands tied",66,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,hands tied hands tied,hand tie hand tie,hand tie hand tie,hands tied hands tied
3013,3013,(Dancing),67,Dancing With Our Hands Tied,reputation,2017-11-10,211506,68,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,0.284,160.024,dancing,dance,dance,dancing
3014,3014,Our secret moments in a crowded room,1,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,secret moments crowded room,our secret moment in a crowded room,secret moment crowded room,our secret moments in a crowded room
3015,3015,They got no idea about me and you,2,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,got idea,they get no idea about me and you,get idea,they got no idea about me and you
3016,3016,There is an indentation in the shape of you,3,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,indentation shape,there be an indentation in the shape of you,indentation shape,there is an indentation in the shape of you
3017,3017,"Made your mark on me, a golden tattoo",4,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,made mark golden tattoo,make your mark on me a golden tattoo,make mark golden tattoo,made your mark on me a golden tattoo
3018,3018,"All of this silence and patience, pining and anticipation",5,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,silence patience pining anticipation,all of this silence and patience pining and anticipation,silence patience pining anticipation,all of this silence and patience pining and anticipation
3019,3019,My hands are shaking from holding back from you,6,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,hands shaking holding back,my hand be shake from hold back from you,hand shake hold back,my hands are shaking from holding back from you
3020,3020,"Ha, ah, ah",7,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,ha ah ah,ha ah ah,ha ah ah,ha ah ah
3021,3021,"All of this silence and patience, pining and desperately waiting",8,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,silence patience pining desperately waiting,all of this silence and patience pining and desperately wait,silence patience pining desperately wait,all of this silence and patience pining and desperately waiting
3022,3022,My hands are shaking from all this,9,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,hands shaking,my hand be shake from all this,hand shake,my hands are shaking from all this
3023,3023,"Ah, ha, ha, ha-ah",10,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,ah ha ha ha ah,ah ha ha ha ah,ah ha ha ha ah,ah ha ha ha ah
3024,3024,Say my name and everything just stops,11,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,say name everything stops,say my name and everything just stop,say name everything stop,say my name and everything just stops
3025,3025,I do not want you like a best friend,12,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,want like best friend,i do not want you like a best friend,want like best friend,i do not want you like a best friend
3026,3026,Only bought this dress so you could take it off,13,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,bought dress could take,only buy this dress so you could take it off,buy dress could take,only bought this dress so you could take it off
3027,3027,"Take it oh, ha, ha, ha-ah",14,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,take oh ha ha ha ah,take it oh ha ha ha ah,take oh ha ha ha ah,take it oh ha ha ha ah
3028,3028,Carve your name into my bedpost,15,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,carve name bedpost,carve your name into my bedpost,carve name bedpost,carve your name into my bedpost
3029,3029,because I do not want you like a best friend,16,Dress,reputation,2017-11-10,230373,71,0.7190000000000001,0.0329,0.469,0.0,0.16899999999999998,-8.792,0.0533,0.0851,120.085,want like best friend,because i do not want you like a best friend,want like best friend,because i do not want you like a best friend
