,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
1967,What do you say,41,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1968,When tears are streaming down your face,42,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1969,In front of everyone you know?,43,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1970,And what do you do when the one,44,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1971,Who means the most to you,45,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1972,Is the one who didn't show?,46,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1973,You should've been here,47,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1974,And they're all standing around me singing,53,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1975,"""Happy birthday to you""",54,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1976,Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh,57,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1977,I knew,58,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1978,You call me later,60,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1979,"And said, ""I'm sorry I didn't make it""",61,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1980,"And I said, ""I'm sorry too""",62,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1981,You said it in a simple way,1,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1982,"4 AM, the second day",2,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1983,How strange that I don't know you at all,3,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1984,Stumbled through the long goodbye,4,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1985,"One last kiss, then catch your flight",5,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1986,Right when I was just about to fall,6,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1987,I told myself don't get attached,7,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1988,But in my mind I play it back,8,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1989,Spinning faster than the plane that took you,9,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1990,And this is when the feeling sinks in,10,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1991,I don't wanna miss you like this,11,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1992,"Come back be here, come back be here",12,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1993,I guess you're in New York today,13,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1994,I don't wanna need you this way,14,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1995,The delicate beginning rush,16,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1996,The feeling you can know so much,17,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1997,Without knowing anything at all,18,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1998,And now that I can put this down,19,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
1999,If I had known what I'd known now,20,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2000,I never would have played so nonchalant,21,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2001,Taxi cabs and busy streets,22,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2002,That never bring you back to me,23,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2003,I can't help but wish you took me with you,24,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2004,I guess you're in London today,28,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2005,This is falling in love in the cruelest way,31,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2006,This is falling for you and you are worlds away,32,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2007,New York be here,33,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2008,But you're in London and I break down,34,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2009,Cause it's not fair that you're not around,35,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2010,Come back be here,37,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,223920,60,0.483,0.00471,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,0.217,79.926
2011,"Don't look at me, you got a girl at home",1,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2012,"And everybody knows that, everybody knows that",2,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2013,I don't even know her,5,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2014,But I feel a responsibility to do what's upstanding and right,6,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2015,"It's kinda like a code, yeah",7,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2016,And you've been getting closer and closer,8,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2017,And crossing so many lines,9,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2018,And it would be a fine proposition,10,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2019,If I was a stupid girl,11,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2020,But honey I am no one's exception,12,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2021,This I have previously learned,13,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2022,"So don't look at me, you got a girl at home",14,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2023,I see you turn off your phone,18,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2024,"Now you've got me alone, and I say",19,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2025,I just want to make sure,22,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2026,You understand perfectly you're the kind of man who makes me sad,23,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2027,"While she waits up, you chase down the newest thing",24,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2028,And take for granted what you have,25,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2029,"And yeah, I might go with it",28,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2030,If I hadn't once been just like her,29,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2031,"Call a cab, lose my number",38,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2032,You're about to lose your girl,39,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2033,Let's consider this lesson learned,41,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2034,Want to see you pick up your phone,42,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2035,And tell her you're coming home,43,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2036,It would be a fine proposition,46,Girl At Home,Red (Deluxe Edition),2012-10-22,220840,55,0.733,0.272,0.59,0.0,0.134,-5.86,0.0284,0.633,125.04799999999999
2037,"Walking through a crowd, the village is aglow",1,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2038,Kaleidoscope of loud heartbeats under coats,2,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2039,Everybody here wanted something more,3,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2040,Searching for a sound we hadn't heard before,4,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2041,And it said,5,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2042,Welcome to New York!,6,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2043,It's been waiting for you,7,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2044,Welcome to New York,8,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2045,It's a new soundtrack,14,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2046,I could dance to this beat (beat),15,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2047,Forevermore,16,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2048,The lights are so bright,17,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2049,But they never blind me (me),18,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2050,When we first dropped our bags on apartment floors,23,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2051,"Took our broken hearts, put them in a drawer",24,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2052,Everybody here was someone else before,25,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2053,And you can want who you want,26,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2054,Boys and boys and girls and girls,27,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2055,"Like any great love, it keeps you guessing",45,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2056,"Like any real love, it's ever-changing",46,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2057,"Like any true love, it drives you crazy",47,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2058,"But you know you wouldn't change anything, anything, anything",48,Welcome To New York,1989 (Deluxe),2014-01-01,212600,58,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,0.6579999999999999,116.992
2059,"Nice to meet you, where you been?",1,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2060,I could show you incredible things,2,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2061,"Magic, madness, heaven, sin",3,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2062,"Saw you there, and I thought",4,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2063,"""Oh my God, look at that face",5,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2064,You look like my next mistake,6,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2065,"Love's a game, wanna play?"" Ayy",7,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2066,"New money, suit and tie",8,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2067,I can read you like a magazine,9,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2068,Ain't it funny? Rumors fly,10,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
2069,And I know you heard about me,11,Blank Space,1989 (Deluxe),2014-01-01,231826,82,0.76,0.10300000000000001,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,0.57,95.99700000000001
