,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
1828,"Yeah, they'll tell you now, you're the lucky one",9,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1829,"But can you tell me now, you're the lucky one, oh, oh, oh",10,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1830,"Now it's big black cars, and Riviera views",11,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1831,And your lover in the foyer doesn't even know you,12,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1832,And your secrets end up splashed on the news front page,13,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1833,And they tell you that you're lucky,14,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1834,But you're so confused,15,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1835,"Cause you don't feel pretty, you just feel used",16,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1836,And all the young things line up to take your place,17,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1837,Another name goes up in lights,18,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1838,You wonder if you'll make it out alive,19,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1839,"It was a few years later, I showed up here",23,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1840,And they still tell the legend of how you disappeared,24,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1841,"How you took the money and your dignity, and got the hell out",25,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1842,They say you bought a bunch of land somewhere,26,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1843,Chose a rose garden over Madison Square,27,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1844,"And it took some time, but I understand it now",28,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1845,"Cause now my name is up in lights, but I think you got it right",29,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1846,"Let me tell you now, you're the lucky one",30,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1847,"Let me tell you now, you're the lucky one, oh, oh, oh",32,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1848,"And they'll tell you now, you're the lucky one, oh, oh, oh",35,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1849,"Oh, whoa, oh, oh",36,The Lucky One,Red (Deluxe Edition),2012-10-22,240266,60,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,0.545,117.93700000000001
1850,All I knew this morning when I woke,1,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1851,"Is I know something now, know something now I didn't before",2,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1852,And all I've seen since 18 hours ago is green eyes and freckles and your smile,3,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1853,In the back of my mind making me feel like,4,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1854,I just want to know you better,5,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1855,"Know you better, know you better now",6,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1856,"I just want to know you, know you, know you",11,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1857,'Cause all I know is we said hello,12,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1858,And your eyes look like coming home,13,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1859,"All I know is a simple name, everything has changed",14,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1860,All I know is you held the door,15,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1861,You'll be mine and I'll be yours,16,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1862,All I know since yesterday is everything has changed,17,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1863,Taylor Swift,18,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1864,And all my walls stood tall painted blue,19,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1865,And I'll take them down,20,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1866,Take them down and open up the door for you,21,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1867,And all I feel in my stomach is butterflies,22,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1868,"The beautiful kind, making up for lost time",23,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1869,"Taking flight, making me feel like",24,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1870,Come back and tell me why,38,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1871,I'm feeling like i've missed you all this time,39,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1872,And meet me there tonight,40,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1873,And let me know that it's not all in my mind,41,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1874,And your eyes look lIke coming home,46,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1875,All I know is we said hello,51,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1876,So dust off your highest hopes,52,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1877,All I know is pouring rain,53,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1878,And everything has changed,54,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1879,All I know is a new found grace,55,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1880,"All my days, I'll know your face",56,Everything Has Changed,Red (Deluxe Edition),2012-10-22,245413,62,0.624,0.36,0.45799999999999996,3.89e-06,0.311,-6.755,0.0287,0.436,80.016
1881,"I said, ""Oh my, what a marvelous tune""",1,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1882,"It was the best night, never would forget how we moved",2,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1883,The whole place was dressed to the nines,3,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1884,"And we were dancing, dancing",4,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1885,Like we're made of starlight,5,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1886,"I met Bobby on the boardwalk, summer of '45",7,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1887,"Picked me up, late one night at the window",8,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1888,"We were 17 and crazy, running wild, wild",9,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1889,Can't remember what song it was playing when we walked in,10,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1890,The night we snuck into a yacht club party,11,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1891,Pretending to be a duchess and a prince,12,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1892,"And I said, ""Oh my, what a marvelous tune""",13,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1893,"Like we're made of starlight, starlight",17,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1894,"He said, ""Look at you worrying too much about things you can't change",19,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1895,"You'll spend your whole life singing the blues if you keep thinking that way""",20,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1896,He was trying to skip rocks on the ocean saying to me,21,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1897,"""Don't you see the starlight, starlight?",22,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1898,"Don't you dream impossible things?""",23,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1899,"Like, ""Oh my, what a marvelous tune""",24,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1900,"Ooh, ooh, he's talking crazy",30,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1901,"Ooh, ooh, dancing with me",31,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1902,"Ooh, ooh, we could get married",32,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1903,Have ten kids and teach 'em how to dream,33,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1904,"Oh my, what a marvelous tune",34,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1905,Like we dream impossible dreams,41,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1906,"Like starlight, starlight",42,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1907,"Don't you see the starlight, starlight?",44,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1908,Don't you dream impossible things?,45,Starlight,Red (Deluxe Edition),2012-10-22,220600,58,0.649,0.0213,0.777,0.000335,0.21,-5.803999999999999,0.0406,0.5870000000000001,126.01799999999999
1909,Took a deep breath in the mirror,1,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1910,He didn't like it when I wore high heels,2,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1911,But I do,3,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1912,Turn the lock and put my headphones on,4,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1913,"He always said he didn't get this song but I do, I do",5,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1914,Walked in expecting you'd be late,6,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1915,But you got here early and you stand and wave,7,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1916,I walk to you,8,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1917,You pull my chair out and help me in,9,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1918,And you don't know how nice that is but I do,10,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1919,And you throw your head back laughing like a little kid,11,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1920,I think it's strange that you think I'm funny 'cause he never did,12,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1921,I've been spending the last eight months,13,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1922,Thinking all love ever does is break and burn and end,14,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1923,"But on a Wednesday in a cafe, I watched it begin again",15,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1924,You said you never met one girl who,16,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1925,Had as many James Taylor records as you,17,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1926,We tell stories and you don't know why I'm coming off a little shy,19,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1927,"And we walked down the block, to my car",26,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1928,And I almost brought him up,27,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1929,But you start to talk about the movies,28,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1930,That your family watches every single Christmas,29,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1931,And I want to talk about that,30,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1932,And for the first time what's past is past,31,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1933,'Cause you throw your head back laughing like a little kid,32,Begin Again,Red (Deluxe Edition),2012-10-22,239426,60,0.53,0.19899999999999998,0.526,3.52e-06,0.14,-8.349,0.0263,0.32299999999999995,79.025
1934,You should've been there,1,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1935,Should've burst through the door,2,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1936,With that 'baby I'm right here' smile,3,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1937,And it would've felt like,4,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1938,A million little shining stars had just aligned,5,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1939,And I would've been so happy,6,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1940,Christmas lights glisten,7,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1941,I've got my eye on the door,8,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1942,Just waiting for you to walk in,9,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1943,But the time is ticking,10,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1944,People ask me how I've been,11,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1945,As I comb back through my memory,12,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1946,How you said you'd be here,13,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1947,You said you'd be here,14,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1948,And it was like slow motion,15,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1949,Standing there in my party dress,16,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1950,In red lipstick,17,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1951,With no one to impress,18,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1952,And they're all laughing,19,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1953,As I'm looking around the room,20,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1954,But there was one thing missing,21,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1955,And that was the moment I knew,22,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1956,And the hours pass by,23,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1957,Now I just wanna be alone,24,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1958,But your close friends always seem to know,25,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1959,When there's something really wrong,26,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1960,So they follow me down the hall,27,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1961,And there in the bathroom,28,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1962,I try not to fall apart,29,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1963,And the sinking feeling starts,30,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1964,As I say hopelessly,31,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1965,"""He said he'd be here""",32,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
1966,And asking me about you,38,The Moment I Knew,Red (Deluxe Edition),2012-10-22,286613,58,0.619,0.187,0.506,1.47e-05,0.10099999999999999,-7.327000000000001,0.0315,0.27399999999999997,126.03
